old_location,cell,old_numeric_token,old_context,new_value,unit,status,current_artifact,MR,CL,Word_status
A-P075,,1,H.1 Conditional exposure minima,,requires_semantic_interpretation,definition_date_or_cross_reference; preserve meaning; not empirical estimate,,,,not_modified
A-P076,,1,"The local implementation audit reproduced the final exposure coefficients at full precision: β1=−0.032325899095631154, β2=0.10276170747389514 and β3=−0.0408384359554068. The corresponding gust mean and standard deviation are 9.87229677581956 and 5.222713076874045 m/s. Table H1 evaluates G*P=−β1+β3P/2β2 and converts the point estimates to physical gust units using that fit’s scaling. These deterministic evaluations add no new model fit or independent validation.",,requires_semantic_interpretation,citation_date_equation_index_or_definition; no model-derived replacement; source wording limits remain in MR,,MR19,CL02,not_modified
A-P076,,−0.032325899095631154,"The local implementation audit reproduced the final exposure coefficients at full precision: β1=−0.032325899095631154, β2=0.10276170747389514 and β3=−0.0408384359554068. The corresponding gust mean and standard deviation are 9.87229677581956 and 5.222713076874045 m/s. Table H1 evaluates G*P=−β1+β3P/2β2 and converts the point estimates to physical gust units using that fit’s scaling. These deterministic evaluations add no new model fit or independent validation.",-0.036035759551102414,beta1,current_value_computed_context_requires_revision,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\AppendixH_pressure_minima.json,MR19,CL02,not_modified
A-P076,,2,"The local implementation audit reproduced the final exposure coefficients at full precision: β1=−0.032325899095631154, β2=0.10276170747389514 and β3=−0.0408384359554068. The corresponding gust mean and standard deviation are 9.87229677581956 and 5.222713076874045 m/s. Table H1 evaluates G*P=−β1+β3P/2β2 and converts the point estimates to physical gust units using that fit’s scaling. These deterministic evaluations add no new model fit or independent validation.",,requires_semantic_interpretation,citation_date_equation_index_or_definition; no model-derived replacement; source wording limits remain in MR,,MR19,CL02,not_modified
A-P076,,0.10276170747389514,"The local implementation audit reproduced the final exposure coefficients at full precision: β1=−0.032325899095631154, β2=0.10276170747389514 and β3=−0.0408384359554068. The corresponding gust mean and standard deviation are 9.87229677581956 and 5.222713076874045 m/s. Table H1 evaluates G*P=−β1+β3P/2β2 and converts the point estimates to physical gust units using that fit’s scaling. These deterministic evaluations add no new model fit or independent validation.",0.106019818927991,beta2,current_value_computed_context_requires_revision,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\AppendixH_pressure_minima.json,MR19,CL02,not_modified
A-P076,,3,"The local implementation audit reproduced the final exposure coefficients at full precision: β1=−0.032325899095631154, β2=0.10276170747389514 and β3=−0.0408384359554068. The corresponding gust mean and standard deviation are 9.87229677581956 and 5.222713076874045 m/s. Table H1 evaluates G*P=−β1+β3P/2β2 and converts the point estimates to physical gust units using that fit’s scaling. These deterministic evaluations add no new model fit or independent validation.",,requires_semantic_interpretation,citation_date_equation_index_or_definition; no model-derived replacement; source wording limits remain in MR,,MR19,CL02,not_modified
A-P076,,−0.0408384359554068,"The local implementation audit reproduced the final exposure coefficients at full precision: β1=−0.032325899095631154, β2=0.10276170747389514 and β3=−0.0408384359554068. The corresponding gust mean and standard deviation are 9.87229677581956 and 5.222713076874045 m/s. Table H1 evaluates G*P=−β1+β3P/2β2 and converts the point estimates to physical gust units using that fit’s scaling. These deterministic evaluations add no new model fit or independent validation.",-0.046583620077591446,beta3_interaction,current_value_computed_context_requires_revision,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\AppendixH_pressure_minima.json,MR19,CL02,not_modified
A-P076,,9.87229677581956,"The local implementation audit reproduced the final exposure coefficients at full precision: β1=−0.032325899095631154, β2=0.10276170747389514 and β3=−0.0408384359554068. The corresponding gust mean and standard deviation are 9.87229677581956 and 5.222713076874045 m/s. Table H1 evaluates G*P=−β1+β3P/2β2 and converts the point estimates to physical gust units using that fit’s scaling. These deterministic evaluations add no new model fit or independent validation.",9.91022238832415,gust_mean,current_value_computed_context_requires_revision,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\AppendixH_pressure_minima.json,MR19,CL02,not_modified
A-P076,,5.222713076874045,"The local implementation audit reproduced the final exposure coefficients at full precision: β1=−0.032325899095631154, β2=0.10276170747389514 and β3=−0.0408384359554068. The corresponding gust mean and standard deviation are 9.87229677581956 and 5.222713076874045 m/s. Table H1 evaluates G*P=−β1+β3P/2β2 and converts the point estimates to physical gust units using that fit’s scaling. These deterministic evaluations add no new model fit or independent validation.",5.279979383259645,gust_sd,current_value_computed_context_requires_revision,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\AppendixH_pressure_minima.json,MR19,CL02,not_modified
A-P076,,1,"The local implementation audit reproduced the final exposure coefficients at full precision: β1=−0.032325899095631154, β2=0.10276170747389514 and β3=−0.0408384359554068. The corresponding gust mean and standard deviation are 9.87229677581956 and 5.222713076874045 m/s. Table H1 evaluates G*P=−β1+β3P/2β2 and converts the point estimates to physical gust units using that fit’s scaling. These deterministic evaluations add no new model fit or independent validation.",,requires_semantic_interpretation,citation_date_equation_index_or_definition; no model-derived replacement; source wording limits remain in MR,,MR19,CL02,not_modified
A-P076,,3,"The local implementation audit reproduced the final exposure coefficients at full precision: β1=−0.032325899095631154, β2=0.10276170747389514 and β3=−0.0408384359554068. The corresponding gust mean and standard deviation are 9.87229677581956 and 5.222713076874045 m/s. Table H1 evaluates G*P=−β1+β3P/2β2 and converts the point estimates to physical gust units using that fit’s scaling. These deterministic evaluations add no new model fit or independent validation.",,requires_semantic_interpretation,citation_date_equation_index_or_definition; no model-derived replacement; source wording limits remain in MR,,MR19,CL02,not_modified
A-P076,,2,"The local implementation audit reproduced the final exposure coefficients at full precision: β1=−0.032325899095631154, β2=0.10276170747389514 and β3=−0.0408384359554068. The corresponding gust mean and standard deviation are 9.87229677581956 and 5.222713076874045 m/s. Table H1 evaluates G*P=−β1+β3P/2β2 and converts the point estimates to physical gust units using that fit’s scaling. These deterministic evaluations add no new model fit or independent validation.",,requires_semantic_interpretation,citation_date_equation_index_or_definition; no model-derived replacement; source wording limits remain in MR,,MR19,CL02,not_modified
A-P076,,2,"The local implementation audit reproduced the final exposure coefficients at full precision: β1=−0.032325899095631154, β2=0.10276170747389514 and β3=−0.0408384359554068. The corresponding gust mean and standard deviation are 9.87229677581956 and 5.222713076874045 m/s. Table H1 evaluates G*P=−β1+β3P/2β2 and converts the point estimates to physical gust units using that fit’s scaling. These deterministic evaluations add no new model fit or independent validation.",,requires_semantic_interpretation,citation_date_equation_index_or_definition; no model-derived replacement; source wording limits remain in MR,,MR19,CL02,not_modified
A-T11,row2col1,-1,-1,,requires_semantic_interpretation,current_replacement_dataset_available_not_automatic_token_substitution,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\AppendixH_pressure_minima.json,,,not_modified
A-T11,row2col2,-0.041419,-0.041419,-0.049744758259080896,standardized gust,current_value_computed,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\AppendixH_pressure_minima.json,,,not_modified
A-T11,row2col3,9.656,9.656,9.647571090290969,m/s,current_value_computed,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\AppendixH_pressure_minima.json,,,not_modified
A-T11,row3col1,0,0,,requires_semantic_interpretation,current_replacement_dataset_available_not_automatic_token_substitution,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\AppendixH_pressure_minima.json,,,not_modified
A-T11,row3col2,0.157286,0.157286,0.16994822249025912,standardized gust,current_value_computed,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\AppendixH_pressure_minima.json,,,not_modified
A-T11,row3col3,10.694,10.694,10.807545499294342,m/s,current_value_computed,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\AppendixH_pressure_minima.json,,,not_modified
A-T11,row4col1,+1,+1,,requires_semantic_interpretation,current_replacement_dataset_available_not_automatic_token_substitution,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\AppendixH_pressure_minima.json,,,not_modified
A-T11,row4col2,0.355990,0.355990,0.38964120323959917,standardized gust,current_value_computed,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\AppendixH_pressure_minima.json,,,not_modified
A-T11,row4col3,11.732,11.732,11.967519908297716,m/s,current_value_computed,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\AppendixH_pressure_minima.json,,,not_modified
A-P078,,19,"The earlier 19–48 percent calculation divided values of the gust-only log-scale component, β1z+β2z2, at z=+k and z=−k for k=1,2,3. It was centred on the sample mean and was not a percentage difference in customer predictions. Because the component omits the intercept and other predictors, its ratio is not an invariant response-scale contrast. Those percentages are not used as a substantive result. Evaluations at matched distances from the actual quadratic vertex agree to floating-point precision, as required algebraically.",,requires_semantic_interpretation,historical_experiment_or_formula; retain source history; not a new B1 estimate or CI,,MR26,"CL01,CL02,CL03,CL04,CL05",not_modified
A-P078,,48,"The earlier 19–48 percent calculation divided values of the gust-only log-scale component, β1z+β2z2, at z=+k and z=−k for k=1,2,3. It was centred on the sample mean and was not a percentage difference in customer predictions. Because the component omits the intercept and other predictors, its ratio is not an invariant response-scale contrast. Those percentages are not used as a substantive result. Evaluations at matched distances from the actual quadratic vertex agree to floating-point precision, as required algebraically.",,requires_semantic_interpretation,historical_experiment_or_formula; retain source history; not a new B1 estimate or CI,,MR26,"CL01,CL02,CL03,CL04,CL05",not_modified
A-P078,,1,"The earlier 19–48 percent calculation divided values of the gust-only log-scale component, β1z+β2z2, at z=+k and z=−k for k=1,2,3. It was centred on the sample mean and was not a percentage difference in customer predictions. Because the component omits the intercept and other predictors, its ratio is not an invariant response-scale contrast. Those percentages are not used as a substantive result. Evaluations at matched distances from the actual quadratic vertex agree to floating-point precision, as required algebraically.",,requires_semantic_interpretation,historical_experiment_or_formula; retain source history; not a new B1 estimate or CI,,MR26,"CL01,CL02,CL03,CL04,CL05",not_modified
A-P078,,2,"The earlier 19–48 percent calculation divided values of the gust-only log-scale component, β1z+β2z2, at z=+k and z=−k for k=1,2,3. It was centred on the sample mean and was not a percentage difference in customer predictions. Because the component omits the intercept and other predictors, its ratio is not an invariant response-scale contrast. Those percentages are not used as a substantive result. Evaluations at matched distances from the actual quadratic vertex agree to floating-point precision, as required algebraically.",,requires_semantic_interpretation,historical_experiment_or_formula; retain source history; not a new B1 estimate or CI,,MR26,"CL01,CL02,CL03,CL04,CL05",not_modified
A-P078,,1,"The earlier 19–48 percent calculation divided values of the gust-only log-scale component, β1z+β2z2, at z=+k and z=−k for k=1,2,3. It was centred on the sample mean and was not a percentage difference in customer predictions. Because the component omits the intercept and other predictors, its ratio is not an invariant response-scale contrast. Those percentages are not used as a substantive result. Evaluations at matched distances from the actual quadratic vertex agree to floating-point precision, as required algebraically.",,requires_semantic_interpretation,historical_experiment_or_formula; retain source history; not a new B1 estimate or CI,,MR26,"CL01,CL02,CL03,CL04,CL05",not_modified
A-P078,,2,"The earlier 19–48 percent calculation divided values of the gust-only log-scale component, β1z+β2z2, at z=+k and z=−k for k=1,2,3. It was centred on the sample mean and was not a percentage difference in customer predictions. Because the component omits the intercept and other predictors, its ratio is not an invariant response-scale contrast. Those percentages are not used as a substantive result. Evaluations at matched distances from the actual quadratic vertex agree to floating-point precision, as required algebraically.",,requires_semantic_interpretation,historical_experiment_or_formula; retain source history; not a new B1 estimate or CI,,MR26,"CL01,CL02,CL03,CL04,CL05",not_modified
A-P078,,3,"The earlier 19–48 percent calculation divided values of the gust-only log-scale component, β1z+β2z2, at z=+k and z=−k for k=1,2,3. It was centred on the sample mean and was not a percentage difference in customer predictions. Because the component omits the intercept and other predictors, its ratio is not an invariant response-scale contrast. Those percentages are not used as a substantive result. Evaluations at matched distances from the actual quadratic vertex agree to floating-point precision, as required algebraically.",,requires_semantic_interpretation,historical_experiment_or_formula; retain source history; not a new B1 estimate or CI,,MR26,"CL01,CL02,CL03,CL04,CL05",not_modified
A-P079,,2,H.2 Day-bootstrap diagnostics and physical-unit conversion,,requires_semantic_interpretation,definition_date_or_cross_reference; preserve meaning; not empirical estimate,,,,not_modified
A-P080,,500,The audit deterministically reproduced 500 day-bootstrap fits using seed 20260826. Sorted standardised minima matched the archived output to a maximum difference of 5.55×10−17. Table H2 gives the reported diagnostics. A positive coefficient in every resample is a sign-stability observation; it is not evidence that every resample has a statistically significant coefficient.,,requires_semantic_interpretation,historical_experiment_or_formula; retain source history; not a new B1 estimate or CI,,MR19,CL02,not_modified
A-P080,,20260826,The audit deterministically reproduced 500 day-bootstrap fits using seed 20260826. Sorted standardised minima matched the archived output to a maximum difference of 5.55×10−17. Table H2 gives the reported diagnostics. A positive coefficient in every resample is a sign-stability observation; it is not evidence that every resample has a statistically significant coefficient.,,requires_semantic_interpretation,historical_experiment_or_formula; retain source history; not a new B1 estimate or CI,,MR19,CL02,not_modified
